trial_num,trial_id,datetime_start,datetime_complete,duration_sec,risk_per_trade,stop_loss_multiplier,take_profit_multiplier,tema_fast_period,tema_slow_period,fitness_sharpe,best_sharpe_so_far,train_sharpe,train_net_profit_pct,train_max_drawdown,train_win_rate,train_total_trades,test_sharpe,test_net_profit_pct,test_max_drawdown,test_win_rate,test_total_trades,train_test_gap_pct
332,17674,2026-01-14 17:34:41.009537,2026-01-14 17:34:41.009537,0.0,1.9309415710726183,2.9906899434728422,4.062467450050299,6.0,30.0,0.0001,0.3882811659042856,-1.6956268980488844,-27.745666707609345,-31.29970072777094,0.3434125269978402,463,,,,,,
333,17675,2026-01-14 17:34:41.221554,2026-01-14 17:34:41.221554,0.0,1.82210127797909,2.1174011571725857,4.901326521290764,5.0,23.0,0.0001,0.3882811659042856,-1.5733208898349256,-30.251598123576183,-34.114207901388596,0.3339253996447602,563,,,,,,
334,17676,2026-01-14 17:34:41.276453,2026-01-14 17:34:41.276453,0.0,2.3284288701944242,1.8957191807778921,2.228681955623059,11.0,36.0,0.0001,0.3882811659042856,-0.16430224042502992,-4.821738109044231,-17.76783327030792,0.39384615384615385,325,,,,,,
335,17677,2026-01-14 17:34:41.308808,2026-01-14 17:34:41.308808,0.0,1.049425945892973,4.466249839898005,3.740600798181241,11.0,21.0,0.0001,0.3882811659042856,-1.4377832999770503,-9.994847120429823,-11.635921828997542,0.3791348600508906,393,,,,,,
336,17678,2026-01-14 17:34:41.376709,2026-01-14 17:34:41.376709,0.0,2.9310693397478698,3.318553309890174,3.8188894564319376,7.0,27.0,0.0001,0.3882811659042856,-0.07083289929534144,-5.433873340129785,-18.04882083532163,0.35384615384615387,455,,,,,,
337,17679,2026-01-14 17:34:41.416409,2026-01-14 17:34:41.416409,0.0,1.305633645490946,4.188510053142583,4.7887928174026655,17.0,42.0,0.0001,0.3882811659042856,-3.430170027778789,-27.344099128278177,-29.470942786813726,0.350597609561753,251,,,,,,
338,17680,2026-01-14 17:34:41.466243,2026-01-14 17:34:41.466243,0.0,1.4494389108395007,3.6225633778792945,3.6896662308023296,19.0,32.0,0.0001,0.3882811659042856,-2.6175385983597876,-26.529340110322906,-27.681945394737774,0.35471698113207545,265,,,,,,
339,17681,2026-01-14 17:34:41.932362,2026-01-14 17:34:41.932362,0.0,2.8116745249925015,3.8262556857635492,3.8964940751432735,14.0,46.0,0.0001,0.3882811659042856,-2.0707178926691143,-29.912993092825594,-32.32053317434897,0.34980988593155893,263,,,,,,
340,17682,2026-01-14 17:34:42.192152,2026-01-14 17:34:42.192152,0.0,2.089974548838077,1.7591545419577808,4.000171837251713,10.0,22.0,0.0001,0.3882811659042856,-0.6401880007833632,-15.863721171109955,-28.303394176706863,0.3424317617866005,403,,,,,,
341,17683,2026-01-14 17:34:42.227087,2026-01-14 17:34:42.227087,0.0,2.3110147739107774,3.8622161929154677,1.875048009423626,20.0,29.0,0.0001,0.3882811659042856,-2.504605353430196,-28.452964156270212,-32.53777928412717,0.45555555555555555,270,,,,,,
342,17684,2026-01-14 17:34:42.329376,2026-01-14 17:34:42.329376,0.0,2.3674630159119276,2.5521879034622468,2.658819975669699,13.0,50.0,0.0001,0.3882811659042856,-1.7626746538686275,-24.852303865431505,-28.341245443184214,0.3626373626373626,273,,,,,,
343,17685,2026-01-14 17:34:43.154693,2026-01-14 17:34:43.154693,0.0,2.566331818834593,1.7659113860668443,4.506006339857106,18.0,46.0,0.0001,0.3882811659042856,-2.2737046720140417,-35.433987583672504,-41.152835765316745,0.2869198312236287,237,,,,,,
344,17686,2026-01-14 17:34:43.278934,2026-01-14 17:34:43.278934,0.0,2.4296290425366385,2.5308496763023007,4.669141694542322,20.0,30.0,0.0001,0.3882811659042856,-1.6220806943130839,-29.99857458604247,-32.137571460821654,0.33079847908745247,263,,,,,,
345,17687,2026-01-14 17:34:43.534440,2026-01-14 17:34:43.534440,0.0,2.6375238970063624,2.143139219678818,1.7216954066969672,16.0,39.0,0.11264612293433407,0.3882811659042856,0.1195536761388374,-0.3454863684609234,-22.422450453884903,0.48659003831417624,261,-2.769088747179514,-12.38578557279836,-19.231554392591597,0.47107438016528924,121,2416.188708378802
346,17688,2026-01-14 17:34:44.003499,2026-01-14 17:34:44.003499,0.0,1.2961921111967711,3.890000288938859,3.785054312709948,16.0,34.0,0.0001,0.3882811659042856,-3.2065669600129856,-27.706230225290916,-28.675905662188516,0.33691756272401435,279,,,,,,
347,17689,2026-01-14 17:34:44.053955,2026-01-14 17:34:44.053955,0.0,2.9359518920185983,2.792867424226753,3.7591005770534114,15.0,49.0,0.0001,0.3882811659042856,-0.849841635327498,-14.823887502253482,-22.214437382977426,0.35802469135802467,243,,,,,,
348,17690,2026-01-14 17:34:44.087304,2026-01-14 17:34:44.087304,0.0,2.8509541409352646,4.870551645683477,2.2646513329164777,9.0,43.0,0.0001,0.3882811659042856,-2.0415665417795927,-24.245838376515287,-26.267003410285984,0.4,335,,,,,,
349,17691,2026-01-14 17:34:44.127679,2026-01-14 17:34:44.127679,0.0,2.1791790112757203,2.734434503530455,3.309010352678117,16.0,39.0,0.0001,0.3882811659042856,-1.123037870355526,-19.33074401398512,-25.768575191493813,0.3716475095785441,261,,,,,,
