trial_num,trial_id,datetime_start,datetime_complete,duration_sec,bb_period,bb_std_dev,ema_period,stoch_overbought,stoch_oversold,fitness_sharpe,best_sharpe_so_far,train_sharpe,train_net_profit_pct,train_max_drawdown,train_win_rate,train_total_trades,test_sharpe,test_net_profit_pct,test_max_drawdown,test_win_rate,test_total_trades,train_test_gap_pct
59,22301,2026-01-15 22:45:30.042520,2026-01-15 22:45:30.042520,0.0,15.0,1.789188166649938,44.0,74.0,18.0,0.0001,0.0001,-1.223152643993372,-7.826755088156941,-13.143631825244773,0.6379310344827587,58,,,,,,
60,22302,2026-01-15 22:45:30.070076,2026-01-15 22:45:31.821022,1.750946,33.0,1.856856570307691,66.0,70.0,23.0,0.0001,0.0001,,,,,,,,,,,
61,22303,2026-01-15 22:45:31.083008,2026-01-15 22:45:31.083008,0.0,15.0,1.830738494932071,44.0,79.0,24.0,0.0001,0.0001,-1.4677654321939078,-9.07201221259803,-13.777930226783052,0.6071428571428571,56,,,,,,
62,22304,2026-01-15 22:45:31.094205,2026-01-15 22:45:33.773141,2.678936,24.0,1.6993506454784155,67.0,70.0,23.0,0.19070779146393552,0.19070779146393552,,,,,,,,,,,
63,22305,2026-01-15 22:45:31.274559,2026-01-15 22:45:31.274559,0.0,15.0,1.7713782225650612,64.0,70.0,23.0,0.0001,0.19070779146393552,-0.6269768895616642,-5.284616783658192,-11.061733281628495,0.6086956521739131,92,,,,,,
64,22306,2026-01-15 22:45:31.286175,2026-01-15 22:45:33.328634,2.042459,33.0,1.9407041154672395,66.0,89.0,15.0,0.0001,0.19070779146393552,,,,,,,,,,,
65,22307,2026-01-15 22:45:31.757249,2026-01-15 22:45:31.757249,0.0,33.0,1.8747564520017108,65.0,70.0,23.0,0.0001,0.19070779146393552,-0.19503735214154727,-1.6847219875683273,-6.041799707232764,0.6,80,,,,,,
66,22308,2026-01-15 22:45:31.769002,2026-01-15 22:45:33.958050,2.189048,33.0,1.7283217797222814,62.0,89.0,26.0,0.0001,0.19070779146393552,,,,,,,,,,,
67,22309,2026-01-15 22:45:31.815561,2026-01-15 22:45:31.815561,0.0,33.0,1.856856570307691,66.0,70.0,23.0,0.0001,0.19070779146393552,-0.19503735214154727,-1.6847219875683273,-6.041799707232764,0.6,80,,,,,,
68,22310,2026-01-15 22:45:31.825950,2026-01-15 22:45:34.170449,2.344499,24.0,1.7083834510113396,60.0,89.0,26.0,0.0001,0.19070779146393552,,,,,,,,,,,
69,22311,2026-01-15 22:45:33.273771,2026-01-15 22:45:33.273771,0.0,33.0,1.9407041154672395,66.0,89.0,15.0,0.0001,0.19070779146393552,-0.9193469131118954,-3.3564456105870386,-6.732412824559997,0.5833333333333334,12,,,,,,
70,22312,2026-01-15 22:45:33.350680,2026-01-15 22:45:35.964186,2.613506,24.0,1.7161767161879005,61.0,84.0,26.0,0.11905637734780578,0.19070779146393552,,,,,,,,,,,
71,22313,2026-01-15 22:45:33.748739,2026-01-15 22:45:33.748739,0.0,24.0,1.6993506454784155,67.0,70.0,23.0,0.19070779146393552,0.19070779146393552,0.6054783712413886,3.9256095311695596,-6.059664467947168,0.6329113924050633,79,-0.03930019607088881,-0.1882044246970483,-3.1888917952259233,0.6176470588235294,34,106.49076795101915
72,22314,2026-01-15 22:45:33.826319,2026-01-15 22:45:36.431742,2.605423,24.0,1.7023591892382728,62.0,71.0,21.0,0.14459225636020007,0.19070779146393552,,,,,,,,,,,
73,22315,2026-01-15 22:45:33.928144,2026-01-15 22:45:33.928144,0.0,33.0,1.7283217797222814,62.0,89.0,26.0,0.0001,0.19070779146393552,-1.6123718929562225,-7.351911714252597,-9.846875562413103,0.6756756756756757,37,,,,,,
74,22316,2026-01-15 22:45:33.991370,2026-01-15 22:45:36.111607,2.120237,24.0,1.6387884106354793,68.0,71.0,21.0,0.0001,0.19070779146393552,,,,,,,,,,,
75,22317,2026-01-15 22:45:34.127741,2026-01-15 22:45:34.127741,0.0,24.0,1.7083834510113396,60.0,89.0,26.0,0.0001,0.19070779146393552,-0.04244178740154541,-0.743520192803423,-8.341557857709347,0.717391304347826,46,,,,,,
76,22318,2026-01-15 22:45:34.186040,2026-01-15 22:45:36.812752,2.626712,23.0,1.6539337470058486,68.0,71.0,21.0,0.10115427807211104,0.19070779146393552,,,,,,,,,,,
77,22319,2026-01-15 22:45:35.898326,2026-01-15 22:45:35.898326,0.0,24.0,1.7161767161879005,61.0,84.0,26.0,0.11905637734780578,0.19070779146393552,0.25249840664329815,1.268506666992438,-5.737169257563368,0.7272727272727273,55,-1.5406886503931418,-3.668406120862617,-5.120108892077713,0.6363636363636364,22,710.177573345901
78,22320,2026-01-15 22:45:36.005608,2026-01-15 22:45:38.009791,2.004183,23.0,1.5929428716567753,68.0,84.0,21.0,0.0001,0.19070779146393552,,,,,,,,,,,
79,22321,2026-01-15 22:45:36.084261,2026-01-15 22:45:36.084261,0.0,24.0,1.6387884106354793,68.0,71.0,21.0,0.0001,0.19070779146393552,-0.37917413913735665,-3.5076064967626075,-9.744934045805309,0.6133333333333333,75,,,,,,
80,22322,2026-01-15 22:45:36.139762,2026-01-15 22:45:38.239423,2.099661,23.0,1.64869814936044,53.0,84.0,21.0,0.0001,0.19070779146393552,,,,,,,,,,,
81,22323,2026-01-15 22:45:36.409583,2026-01-15 22:45:36.409583,0.0,24.0,1.7023591892382728,62.0,71.0,21.0,0.14459225636020007,0.19070779146393552,0.3535905687645461,2.039826894247212,-6.0596644582346375,0.6027397260273972,73,0.013056744498107158,-0.06864949076534699,-3.188891799223015,0.6451612903225806,31,96.30738326994191
82,22324,2026-01-15 22:45:36.451019,2026-01-15 22:45:38.454575,2.003556,23.0,1.6533798112662814,61.0,84.0,21.0,0.0001,0.19070779146393552,,,,,,,,,,,
83,22325,2026-01-15 22:45:36.799942,2026-01-15 22:45:36.799942,0.0,23.0,1.6539337470058486,68.0,71.0,21.0,0.10115427807211104,0.19070779146393552,0.09341904209600169,0.12963461255465128,-8.851936040723862,0.64,75,0.06773314591997226,0.05246850249827332,-3.052322380024153,0.65625,32,27.49535383763989
84,22326,2026-01-15 22:45:36.851179,2026-01-15 22:45:39.449554,2.598375,23.0,1.6547750895784896,68.0,71.0,21.0,0.10115427807211104,0.19070779146393552,,,,,,,,,,,
85,22327,2026-01-15 22:45:37.999656,2026-01-15 22:45:37.999656,0.0,23.0,1.5929428716567753,68.0,84.0,21.0,0.0001,0.19070779146393552,-0.28702351074533333,-2.404296916064824,-11.002631275898123,0.6739130434782609,46,,,,,,
86,22328,2026-01-15 22:45:38.022512,2026-01-15 22:45:39.892329,1.869817,27.0,1.660588545025789,63.0,71.0,19.0,0.0001,0.19070779146393552,,,,,,,,,,,
87,22329,2026-01-15 22:45:38.206985,2026-01-15 22:45:38.206985,0.0,23.0,1.64869814936044,53.0,84.0,21.0,0.0001,0.19070779146393552,-0.11016241441218548,-1.1415435377914882,-8.548677140359773,0.6829268292682927,41,,,,,,
88,22330,2026-01-15 22:45:38.247690,2026-01-15 22:45:40.052380,1.80469,21.0,1.662885108700659,69.0,71.0,19.0,0.0001,0.19070779146393552,,,,,,,,,,,
89,22331,2026-01-15 22:45:38.421524,2026-01-15 22:45:38.421524,0.0,23.0,1.6533798112662814,61.0,84.0,21.0,0.0001,0.19070779146393552,-0.5113871389475179,-3.860176673807488,-11.538920039597912,0.6590909090909091,44,,,,,,
90,22332,2026-01-15 22:45:38.501632,2026-01-15 22:45:40.374972,1.87334,21.0,1.6904041836259736,69.0,71.0,28.0,0.0001,0.19070779146393552,,,,,,,,,,,
91,22333,2026-01-15 22:45:39.442840,2026-01-15 22:45:39.442840,0.0,23.0,1.6547750895784896,68.0,71.0,21.0,0.10115427807211104,0.19070779146393552,0.09341904209600169,0.12963461255465128,-8.851936040723862,0.64,75,0.06773314591997226,0.05246850249827332,-3.052322380024153,0.65625,32,27.49535383763989
92,22334,2026-01-15 22:45:39.458319,2026-01-15 22:45:41.235471,1.777152,27.0,1.6869306826733401,69.0,71.0,20.0,0.0001,0.19070779146393552,,,,,,,,,,,
93,22335,2026-01-15 22:45:39.886447,2026-01-15 22:45:39.886447,0.0,27.0,1.660588545025789,63.0,71.0,19.0,0.0001,0.19070779146393552,-0.17582840635576538,-1.7357278534004994,-7.314150645771456,0.5652173913043478,69,,,,,,
94,22336,2026-01-15 22:45:39.898082,2026-01-15 22:45:41.947220,2.049138,21.0,1.6908030934610605,67.0,73.0,20.0,0.0001,0.19070779146393552,,,,,,,,,,,
