trial_num,best_sharpe
1,0.0001
2,0.0001
3,0.0001
4,0.0001
5,0.0001
6,0.0001
7,0.0001
8,0.0001
9,0.0001
10,0.0001
11,0.0001
12,0.0001
13,0.0001
14,0.0001
15,0.0001
16,0.0001
17,0.0001
18,0.0001
19,0.0001
20,0.0001
21,0.0001
22,0.0001
23,0.0001
24,0.0001
25,0.0001
26,0.0001
27,0.0001
28,0.0001
29,0.0001
30,0.0001
31,0.0001
32,0.10996505873503769
33,0.10996505873503769
34,0.10996505873503769
35,0.10996505873503769
36,0.10996505873503769
37,0.10996505873503769
38,0.10996505873503769
39,0.10996505873503769
40,0.10996505873503769
41,0.10996505873503769
42,0.10996505873503769
43,0.10996505873503769
44,0.10996505873503769
45,0.10996505873503769
46,0.10996505873503769
47,0.10996505873503769
48,0.10996505873503769
49,0.10996505873503769
50,0.10996505873503769
51,0.10996505873503769
52,0.10996505873503769
53,0.10996505873503769
54,0.10996505873503769
55,0.10996505873503769
56,0.12296674148760614
57,0.12296674148760614
58,0.12296674148760614
59,0.12296674148760614
60,0.12296674148760614
61,0.12296674148760614
62,0.12296674148760614
63,0.12296674148760614
64,0.12296674148760614
65,0.12296674148760614
66,0.12296674148760614
67,0.12296674148760614
68,0.12296674148760614
69,0.12720834073663975
70,0.12720834073663975
71,0.12720834073663975
72,0.12720834073663975
73,0.12720834073663975
74,0.14791908423283348
75,0.14791908423283348
76,0.14791908423283348
77,0.14791908423283348
78,0.14791908423283348
79,0.14791908423283348
80,0.14791908423283348
81,0.14791908423283348
82,0.14791908423283348
83,0.14791908423283348
84,0.14791908423283348
85,0.14791908423283348
86,0.14791908423283348
87,0.14791908423283348
88,0.14791908423283348
89,0.14791908423283348
90,0.14791908423283348
91,0.14791908423283348
92,0.14791908423283348
93,0.14791908423283348
94,0.14791908423283348
95,0.14791908423283348
96,0.14791908423283348
97,0.14791908423283348
98,0.14791908423283348
99,0.14791908423283348
100,0.14791908423283348
101,0.14791908423283348
102,0.14791908423283348
103,0.14791908423283348
104,0.14791908423283348
105,0.14791908423283348
106,0.14791908423283348
107,0.14791908423283348
108,0.14791908423283348
109,0.14791908423283348
110,0.14791908423283348
111,0.1526100375219044
112,0.1526100375219044
113,0.1526100375219044
114,0.1526100375219044
115,0.1526100375219044
116,0.1526100375219044
117,0.1526100375219044
118,0.1526100375219044
119,0.1526100375219044
120,0.1526100375219044
121,0.1526100375219044
122,0.1526100375219044
123,0.1526100375219044
124,0.1526100375219044
125,0.1526100375219044
126,0.1526100375219044
127,0.1526100375219044
128,0.1526100375219044
129,0.1526100375219044
130,0.1526100375219044
131,0.1526100375219044
132,0.1526100375219044
133,0.1526100375219044
134,0.1526100375219044
135,0.1526100375219044
136,0.1526100375219044
137,0.1526100375219044
138,0.1526100375219044
139,0.1526100375219044
140,0.1526100375219044
141,0.1526100375219044
142,0.1526100375219044
143,0.1526100375219044
144,0.1526100375219044
145,0.1526100375219044
146,0.1526100375219044
147,0.1526100375219044
148,0.1526100375219044
149,0.17993913226388603
150,0.17993913226388603
151,0.17993913226388603
152,0.17993913226388603
153,0.17993913226388603
154,0.17993913226388603
155,0.17993913226388603
156,0.17993913226388603
157,0.17993913226388603
158,0.17993913226388603
159,0.17993913226388603
160,0.17993913226388603
161,0.17993913226388603
162,0.17993913226388603
163,0.17993913226388603
164,0.17993913226388603
165,0.17993913226388603
166,0.17993913226388603
167,0.17993913226388603
168,0.17993913226388603
169,0.17993913226388603
170,0.17993913226388603
171,0.1963306877496357
172,0.1963306877496357
173,0.1963306877496357
174,0.1963306877496357
175,0.1963306877496357
176,0.1963306877496357
177,0.1963306877496357
178,0.1963306877496357
179,0.1963306877496357
180,0.1963306877496357
181,0.1963306877496357
182,0.1963306877496357
183,0.1963306877496357
184,0.1963306877496357
185,0.1963306877496357
186,0.1963306877496357
187,0.1963306877496357
188,0.1963306877496357
189,0.1963306877496357
190,0.1963306877496357
191,0.1963306877496357
192,0.1963306877496357
193,0.1963306877496357
194,0.1963306877496357
195,0.1963306877496357
196,0.1963306877496357
197,0.1963306877496357
198,0.1963306877496357
199,0.1963306877496357
200,0.1963306877496357
201,0.1963306877496357
202,0.1963306877496357
203,0.1963306877496357
204,0.1963306877496357
205,0.1963306877496357
206,0.1963306877496357
207,0.1963306877496357
208,0.1963306877496357
209,0.1963306877496357
210,0.1963306877496357
211,0.1963306877496357
212,0.1963306877496357
213,0.1963306877496357
214,0.1963306877496357
215,0.1963306877496357
216,0.1963306877496357
217,0.1963306877496357
218,0.1963306877496357
219,0.1963306877496357
220,0.1963306877496357
221,0.1963306877496357
222,0.1963306877496357
223,0.1963306877496357
224,0.1963306877496357
225,0.1963306877496357
226,0.1963306877496357
227,0.1963306877496357
228,0.1963306877496357
229,0.1963306877496357
230,0.1963306877496357
231,0.1963306877496357
232,0.1963306877496357
233,0.1963306877496357
234,0.1963306877496357
235,0.1963306877496357
236,0.1963306877496357
237,0.1963306877496357
238,0.1963306877496357
239,0.1963306877496357
240,0.1963306877496357
241,0.1963306877496357
242,0.1963306877496357
243,0.1963306877496357
244,0.1963306877496357
245,0.1963306877496357
246,0.1963306877496357
247,0.1963306877496357
248,0.1963306877496357
249,0.1963306877496357
250,0.1963306877496357
251,0.1963306877496357
252,0.1963306877496357
253,0.1963306877496357
254,0.1963306877496357
255,0.1963306877496357
256,0.1963306877496357
257,0.1963306877496357
258,0.1963306877496357
259,0.1963306877496357
260,0.1963306877496357
261,0.1963306877496357
262,0.1963306877496357
263,0.1963306877496357
264,0.1963306877496357
265,0.1963306877496357
266,0.1963306877496357
267,0.1963306877496357
268,0.1963306877496357
269,0.1963306877496357
270,0.1963306877496357
271,0.1963306877496357
272,0.1963306877496357
273,0.1963306877496357
274,0.1963306877496357
275,0.1963306877496357
276,0.1963306877496357
277,0.1963306877496357
278,0.1963306877496357
279,0.1963306877496357
280,0.1963306877496357
281,0.1963306877496357
282,0.1963306877496357
283,0.1963306877496357
284,0.1963306877496357
285,0.1963306877496357
286,0.1963306877496357
287,0.1963306877496357
288,0.1963306877496357
289,0.1963306877496357
290,0.1963306877496357
291,0.1963306877496357
292,0.1963306877496357
293,0.1963306877496357
294,0.1963306877496357
295,0.1963306877496357
296,0.1963306877496357
297,0.1963306877496357
298,0.1963306877496357
299,0.1963306877496357
300,0.1963306877496357
