trial_num,best_sharpe,improvement_pct
1,0.0001,
2,0.0001,0.0
3,0.0001,0.0
4,0.0001,0.0
5,0.0001,0.0
6,0.0001,0.0
7,0.0001,0.0
8,0.0001,0.0
9,0.0001,0.0
10,0.0001,0.0
11,0.0001,0.0
12,0.0001,0.0
13,0.0001,0.0
14,0.0001,0.0
15,0.10902083714081118,108920.83714081116
16,0.10902083714081118,108920.83714081116
17,0.10902083714081118,108920.83714081116
18,0.10902083714081118,108920.83714081116
19,0.10902083714081118,108920.83714081116
20,0.10902083714081118,108920.83714081116
21,0.10902083714081118,108920.83714081116
22,0.10902083714081118,108920.83714081116
23,0.10902083714081118,108920.83714081116
24,0.10902083714081118,108920.83714081116
25,0.10902083714081118,108920.83714081116
26,0.10902083714081118,108920.83714081116
27,0.10902083714081118,108920.83714081116
28,0.10902083714081118,108920.83714081116
29,0.10902083714081118,108920.83714081116
30,0.10902083714081118,108920.83714081116
31,0.10902083714081118,108920.83714081116
32,0.10902083714081118,108920.83714081116
33,0.10902083714081118,108920.83714081116
34,0.10902083714081118,108920.83714081116
35,0.10902083714081118,108920.83714081116
36,0.15266966771071466,152569.66771071465
37,0.15266966771071466,152569.66771071465
38,0.15266966771071466,152569.66771071465
39,0.15266966771071466,152569.66771071465
40,0.15266966771071466,152569.66771071465
41,0.15266966771071466,152569.66771071465
42,0.15266966771071466,152569.66771071465
43,0.15266966771071466,152569.66771071465
44,0.15266966771071466,152569.66771071465
45,0.15266966771071466,152569.66771071465
46,0.15266966771071466,152569.66771071465
47,0.15266966771071466,152569.66771071465
48,0.15266966771071466,152569.66771071465
49,0.15266966771071466,152569.66771071465
50,0.15266966771071466,152569.66771071465
51,0.15266966771071466,152569.66771071465
52,0.15266966771071466,152569.66771071465
53,0.15266966771071466,152569.66771071465
54,0.15266966771071466,152569.66771071465
55,0.15266966771071466,152569.66771071465
56,0.15266966771071466,152569.66771071465
57,0.15266966771071466,152569.66771071465
58,0.15266966771071466,152569.66771071465
59,0.15266966771071466,152569.66771071465
60,0.15266966771071466,152569.66771071465
61,0.15266966771071466,152569.66771071465
62,0.15266966771071466,152569.66771071465
63,0.15266966771071466,152569.66771071465
64,0.15266966771071466,152569.66771071465
65,0.15266966771071466,152569.66771071465
66,0.15266966771071466,152569.66771071465
67,0.15266966771071466,152569.66771071465
68,0.15266966771071466,152569.66771071465
69,0.15266966771071466,152569.66771071465
70,0.15266966771071466,152569.66771071465
71,0.15266966771071466,152569.66771071465
72,0.15266966771071466,152569.66771071465
73,0.15266966771071466,152569.66771071465
74,0.15266966771071466,152569.66771071465
75,0.15266966771071466,152569.66771071465
76,0.15266966771071466,152569.66771071465
77,0.15266966771071466,152569.66771071465
78,0.23842993974387,238329.93974387
79,0.23842993974387,238329.93974387
80,0.23842993974387,238329.93974387
81,0.23842993974387,238329.93974387
82,0.23842993974387,238329.93974387
83,0.23842993974387,238329.93974387
84,0.23842993974387,238329.93974387
85,0.23842993974387,238329.93974387
86,0.23842993974387,238329.93974387
87,0.23842993974387,238329.93974387
88,0.23842993974387,238329.93974387
89,0.23842993974387,238329.93974387
90,0.23842993974387,238329.93974387
91,0.23842993974387,238329.93974387
92,0.23842993974387,238329.93974387
93,0.23842993974387,238329.93974387
94,0.23842993974387,238329.93974387
95,0.23842993974387,238329.93974387
96,0.23842993974387,238329.93974387
97,0.23842993974387,238329.93974387
98,0.23842993974387,238329.93974387
99,0.23842993974387,238329.93974387
100,0.23842993974387,238329.93974387
101,0.23842993974387,238329.93974387
102,0.23842993974387,238329.93974387
103,0.23842993974387,238329.93974387
104,0.23842993974387,238329.93974387
105,0.23842993974387,238329.93974387
106,0.23842993974387,238329.93974387
107,0.23842993974387,238329.93974387
108,0.23842993974387,238329.93974387
109,0.23842993974387,238329.93974387
110,0.23842993974387,238329.93974387
111,0.23842993974387,238329.93974387
112,0.23842993974387,238329.93974387
113,0.23842993974387,238329.93974387
114,0.23842993974387,238329.93974387
115,0.23842993974387,238329.93974387
116,0.23842993974387,238329.93974387
117,0.23842993974387,238329.93974387
118,0.23842993974387,238329.93974387
119,0.23842993974387,238329.93974387
120,0.23842993974387,238329.93974387
121,0.23842993974387,238329.93974387
122,0.23842993974387,238329.93974387
123,0.23842993974387,238329.93974387
124,0.23842993974387,238329.93974387
125,0.23842993974387,238329.93974387
126,0.23842993974387,238329.93974387
